Source_ID;source_site_ID;unit_ID;sample_ID;Ware;Sherd number;Fragment type;Shape;Type;Decoration;Diameter_cm;Drawn and described;Fabric;Extra;Ware (code);Number;Notes
MC13;MC13_site_40;102629;10262902;black glazed;102629/02/02;Rim fragment;Plate;Morel form 1111;;;FALSE;;;;1;
MC13;MC13_site_40;102629;10262901;black glazed;102629/01/06;Rim fragment;Dish;;;16;TRUE;;;;1;
MC13;MC13_site_40;102630;10263001;black glazed;102630/01/03;Base fragment;;;stamped;5;TRUE;;;;1;
MC13;MC13_site_40;102631;10263101;black glazed;102631/01/11;Base fragment;;;incised;;FALSE;;With rouletted deco;;1;
MC13;MC13_site_40;102631;10263102;black glazed;102631/02/01;Handle fragment;;;;;FALSE;;;;1;
MC13;MC13_site_40;102632;10263202;black glazed;102632/02/06;Body fragment;;;incised;;FALSE;;;;1;
MC13;MC13_site_40;102633;10253301;black glazed;102633/01/03;Base fragment;;;stamped;;TRUE;;;;1;
MC13;MC13_site_40;102638;10263801;black glazed;102638/01/01;Rim fragment;Bowl;;;;FALSE;;;;1;
MC13;MC13_site_40;102638;10263802;black glazed;102638/02/05;Rim fragment;Plate;;;;FALSE;;;;1;
MC13;MC13_site_40;102641;10264102;black glazed;102641/02/05;Rim fragment;Bowl;;;15;TRUE;;;;1;
MC13;MC13_site_40;102642;10264201;black glazed;102642/01/02A;Base fragment;;;stamped;;TRUE;;;;1;
MC14;MC14_site_53;104039;10403901;glazed ware;104039/01/01;Body fragment;;;;;FALSE;;Modern;;1;
MC14;MC14_site_53;104031;10403102;depurated ware;104031/02/01;Rim fragment;;;;11;TRUE;;;;1;
MC14;MC14_site_53;104036;10403603;depurated ware;104036/03/07;Rim fragment;;;;12;TRUE;;;;1;
MC14;MC14_site_53;104041;10404102;depurated ware;104041/02/02;Rim fragment;;;;16;FALSE;;;;1;
MC14;MC14_site_53;104034;10403401;coarse ware;104034/01/05;Rim fragment;Pan;Olcese Tegame type 2;;23;TRUE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/01;Rim fragment;Pan;Olcese Tegame type 2;;18;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/06;Rim fragment;Pan;Olcese Tegame type 2;;23;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/08;Rim fragment;Pan;Olcese Tegame type 2;;28;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;coarse ware;104036/02/01;Rim fragment;Pan;Olcese Tegame type 2;;33;TRUE;;;;1;
MC14;MC14_site_53;104031;10403102;coarse ware;104031/02/05;Rim fragment;Jar;Olcese Olla type 3a;;17;FALSE;;;;1;
MC14;MC14_site_53;104032;10403202;coarse ware;104032/02/02;Rim fragment;Jar;Olcese Olla type 3a;;16;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/14;Rim fragment;Jar;Olcese Olla type 3a;;22;FALSE;;;;1;
MC14;MC14_site_53;104041;10404101;coarse ware;104041/01/02;Rim fragment;Jar;Olcese Olla type 3a;;15;FALSE;;;;1;
MC14;MC14_site_53;104042;10404201;coarse ware;104042/01/05;Rim fragment;Jar;Olcese Olla type 3a;;;FALSE;;;;1;
MC14;MC14_site_53;104027;10402702;coarse ware;104027/02/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104027;10402702;coarse ware;104027/02/04;Rim fragment;Jar;Olcese Olla type 2;;24;FALSE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/04;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/06;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104029;10402902;coarse ware;104029/02/02;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC14;MC14_site_53;104030;10403001;coarse ware;104030/01/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104031;10403102;coarse ware;104031/02/04;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC14;MC14_site_53;104031;10403102;coarse ware;104031/02/06;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC14;MC14_site_53;104031;10403102;coarse ware;104031/02/07;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC14;MC14_site_53;104032;10403201;coarse ware;104032/01/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104032;10403201;coarse ware;104032/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104033;10403302;coarse ware;104033/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104034;10403401;coarse ware;104034/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104034;10403401;coarse ware;104034/01/04;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104034;10403401;coarse ware;104034/01/06;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104034;10403402;coarse ware;104034/02/02;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;coarse ware;104034/03/03;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;coarse ware;104034/03/06;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;coarse ware;104034/03/07;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/06;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/07;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/09;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/05;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/05;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/06;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/08;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/09;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/04;Rim fragment;Jar;Olcese Olla type 2;;21;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/04;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/05;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/09;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/10;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/12;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/13;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;coarse ware;104036/02/02;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;coarse ware;104036/02/04;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;coarse ware;104036/02/06;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/04;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/09;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/10;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/12;Rim fragment;Jar;Olcese Olla type 2;;19;TRUE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/15;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/16;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104037;10403701;coarse ware;104037/01/01;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC14;MC14_site_53;104038;10403801;coarse ware;104038/01/01;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC14;MC14_site_53;104038;10403801;coarse ware;104038/01/02;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC14;MC14_site_53;104038;10403801;coarse ware;104038/01/03;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104038;10403802;coarse ware;104038/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104038;10403802;coarse ware;104038/02/03;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC14;MC14_site_53;104038;10403802;coarse ware;104038/02/04;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/08;Rim fragment;Jar;Olcese Olla type 1;;13;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/11;Rim fragment;Jar;Olcese Olla type 1;;16;FALSE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/01;Rim fragment;Lid;Olcese Coperchio type 1;;14;FALSE;;;;1;
MC14;MC14_site_53;104033;10403302;coarse ware;104033/02/01;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;coarse ware;104034/03/02;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;coarse ware;104034/03/04;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/04;Rim fragment;Lid;Olcese Coperchio type 1;;32;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/08;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/04;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/06;Rim fragment;Lid;Olcese Coperchio type 1;;22;FALSE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/03;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/03;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/05;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/06;Rim fragment;Lid;Olcese Coperchio type 1;;14;FALSE;;;;1;
MC14;MC14_site_53;104039;10403901;coarse ware;104039/01/02;Rim fragment;Lid;Olcese Coperchio type 1;;21;FALSE;;;;1;
MC14;MC14_site_53;104040;10404001;coarse ware;104040/01/01;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC14;MC14_site_53;104036;10403601;coarse ware;104036/01/01;Flange fragment;Baking cover;Olcese Clibane type 2;;;FALSE;;;;1;
MC14;MC14_site_53;104042;10404201;coarse ware;104042/01/01;Rim fragment;Amphora;Graeco-Italic;;;FALSE;;;;1;
MC14;MC14_site_53;104042;10404201;coarse ware;104042/01/04;Rim and handle fragment;Amphora;Graeco-Italic;;;FALSE;;;;1;
MC14;MC14_site_53;104027;10402702;coarse ware;104027/02/01;Rim fragment;Amphora;Dressel 1A;;12;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/13;Rim fragment;Amphora;Dressel 1A;;16;FALSE;;;;1;
MC14;MC14_site_53;104035;10403501;coarse ware;104035/01/03;Rim fragment;Amphora;Dressel 1A;;18;FALSE;;;;1;
MC14;MC14_site_53;104035;10403502;coarse ware;104035/02/07;Rim fragment;Amphora;Dressel 1A;;14;FALSE;;;;1;
MC14;MC14_site_53;104038;10403802;coarse ware;104038/02/05;Rim fragment;Amphora;Dressel 1A;;;FALSE;;;;1;
MC14;MC14_site_53;104041;10404102;coarse ware;104041/02/05;Rim fragment;Amphora;Dressel 1A;;15;FALSE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/07;Rim fragment;Amphora;Dressel 1;;15;FALSE;;;;1;
MC14;MC14_site_53;104027;10402702;coarse ware;104027/02/03;Rim fragment;Bowl;;;24;TRUE;;;;1;
MC14;MC14_site_53;104028;10402801;coarse ware;104028/01/01;Rim fragment;Lid;;;14;FALSE;;;;1;
MC14;MC14_site_53;104028;10402801;coarse ware;104028/01/02;Rim fragment;Lid;;;16;FALSE;;;;1;
MC14;MC14_site_53;104028;10402801;coarse ware;104028/01/03;Rim fragment;Lid;;;21;TRUE;;;;1;
MC14;MC14_site_53;104028;10402801;coarse ware;104028/01/04;Rim fragment;;;;22;FALSE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/08;Rim fragment;Jar;;;14;FALSE;;"Variant of Olcese 3A; local shape with elongated rim, krater fabric";;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/05;Rim fragment;Jar;;;21;TRUE;;;;1;
MC14;MC14_site_53;104028;10402802;coarse ware;104028/02/03;Rim fragment;;;;11;TRUE;;;;1;
MC14;MC14_site_53;104029;10402901;coarse ware;104029/01/01;Rim fragment;Lid;;;15;FALSE;;;;1;
MC14;MC14_site_53;104029;10402901;coarse ware;104029/01/02;Rim fragment;Jar;;;18;TRUE;;;;1;
MC14;MC14_site_53;104029;10402902;coarse ware;104029/02/03;Rim fragment;Lid;;;;FALSE;;;;1;
MC14;MC14_site_53;104029;10402902;coarse ware;104029/02/04;Rim fragment;Lid;;;16;FALSE;;;;1;
MC14;MC14_site_53;104030;10403001;coarse ware;104030/01/01;Rim fragment;Lid;;;18;FALSE;;MC'12 102188/02/04;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/05;Rim fragment;Lid;;;24;FALSE;;As MC'12 102173/01/03;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/04;Rim fragment;Lid;;;24;FALSE;;As MC'12 101134/01/01;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/07;Rim fragment;Lid;;;28;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/06;Rim fragment;Jar;;;18;FALSE;;As MC'14 102931/04/09;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/11;Rim fragment;Jar;;;17;FALSE;;As MC'14 102931/04/09;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/10;Rim fragment;Jar;;;14;FALSE;;As MC'14 101922/02/02;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/09;Rim fragment;Jar;;;18;FALSE;;;;1;
MC14;MC14_site_53;104030;10403002;coarse ware;104030/02/12;Handle fragment;Amphora;;;;FALSE;;;;1;
MC14;MC14_site_53;104031;10403102;coarse ware;104031/02/03;Rim fragment;Lid;;;15;FALSE;;As MC'12 102173/01/09;;1;
MC14;MC14_site_53;104031;10403102;coarse ware;104031/02/02;Base fragment;;;applied;11;TRUE;;;;1;
MC14;MC14_site_53;104032;10403201;coarse ware;104032/01/05;Handle fragment;Pan;;;;FALSE;;Stompe handle;;1;
MC14;MC14_site_53;104032;10403201;coarse ware;104032/01/04;Rim fragment;Lid;;;13;FALSE;;As MC'12 101134/01/01;;1;
MC14;MC14_site_53;104032;10403202;coarse ware;104032/02/01;Rim fragment;Lid;;;;FALSE;;As MC'12 102173/01/09;;1;
MC14;MC14_site_53;104033;10403302;coarse ware;104033/02/03;Rim fragment;Bowl;;;16;FALSE;;;;1;
MC14;MC14_site_53;104034;10403401;coarse ware;104034/01/07;Rim fragment;Lid;;;;FALSE;;As MC'12 102165/02/05;;1;
MC14;MC14_site_53;104034;10403401;coarse ware;104034/01/02;Rim fragment;Lid;;;19;FALSE;;As MC'12 101124/03/03;;1;
MC14;MC14_site_53;104034;10403402;coarse ware;104034/02/01;Spike fragment;Amphora;;;;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;coarse ware;104034/03/05;Rim fragment;Lid;;;12;FALSE;;As MC'12 102173/01/09;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/05;Rim fragment;Jar;;;17;FALSE;;As MC'14 101922/02/02;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/03;Rim fragment;Jar;;;16;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;coarse ware;104034/04/02;Rim fragment;;;;16;FALSE;;;;1;
MC14;MC14_site_53;104035;10403501;coarse ware;104035/01/02;Rim fragment;Lid;;;23;FALSE;;As MC'12 102170/02/02;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/07;Rim fragment;Lid;;;14;FALSE;;As MC'12 102170/02/02;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/02;Rim fragment;Jar;;;22;TRUE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/01;Rim fragment;Basin;;;43;TRUE;;;;1;
MC14;MC14_site_53;104035;10403503;coarse ware;104035/03/04;Rim fragment;;;;15;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/07;Rim and handle fragment;Jug;;;11;TRUE;;;;1;
MC14;MC14_site_53;104035;10403504;coarse ware;104035/04/09;Handle fragment;Amphora;;;;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;coarse ware;104035/05/07;Rim fragment;Lid;;;18;FALSE;;As MC'12 101112/03/23;;1;
MC14;MC14_site_53;104036;10403601;coarse ware;104036/01/02;Rim fragment;Lid;;;20;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;coarse ware;104036/02/05;Rim fragment;Lid;;;12;FALSE;;As MC'12 102173/01/03;;1;
MC14;MC14_site_53;104036;10403602;coarse ware;104036/02/03;Rim fragment;Lid;;;17;FALSE;;As MC'12 101129/04/02;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/05;Rim fragment;Jug;;;10;FALSE;;As MC'12 102169/03/01;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/13;Rim fragment;Jug;;;10;FALSE;;As MC'12 102169/03/01;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/06;Rim fragment;Jar;;;16;FALSE;;Jar in poreuze fabric (variant 3a);;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/08;Foot fragment;;;;18;FALSE;;Thin variant of MC'12 102006/01/01;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/11;Rim fragment;;;;14;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;coarse ware;104036/03/14;Rim fragment;;;;22;FALSE;;;;1;
MC14;MC14_site_53;104037;10403702;coarse ware;104037/02/02;Rim fragment;Lid;;;19;FALSE;;As MC'12 101072/01/07;;1;
MC14;MC14_site_53;104037;10403702;coarse ware;104037/02/01;Rim fragment;Lid;;;;FALSE;;;;1;
MC14;MC14_site_53;104037;10403702;coarse ware;104037/02/03;Rim fragment;Jar;;;19;TRUE;;;;1;
MC14;MC14_site_53;104038;10403802;coarse ware;104038/02/08;Handle fragment;Amphora;;;;FALSE;;;;1;
MC14;MC14_site_53;104040;10404001;coarse ware;104040/01/02;Rim fragment;Lid;;;16;FALSE;;As MC'12 102173/01/09;;1;
MC14;MC14_site_53;104040;10404002;coarse ware;104040/02/01;Handle fragment;Amphora;;;;FALSE;;;;1;
MC14;MC14_site_53;104041;10404101;coarse ware;104041/01/01;Knob fragment;Lid;;;5,5;TRUE;;;;1;
MC14;MC14_site_53;104041;10404102;coarse ware;104041/02/03;Rim fragment;Lid;;;;FALSE;;As MC'12 101065/04/24;;1;
MC14;MC14_site_53;104041;10404102;coarse ware;104041/02/04;Rim fragment;Lid;;;29;FALSE;;As MC'12 101065/04/24;;1;
MC14;MC14_site_53;104042;10404201;coarse ware;104042/01/06;Rim fragment;Lid;;;23;TRUE;;;;1;
MC14;MC14_site_53;104042;10404201;coarse ware;104042/01/03;Rim fragment;Basin;;;24;FALSE;;;;1;
MC14;MC14_site_53;104042;10404201;coarse ware;104042/01/02;Rim fragment;;;;15;TRUE;;;;1;
MC14;MC14_site_53;104035;10403504;chiaro sabbioso;104035/04/10;Rim fragment;Tile;;;;TRUE;;;;1;
MC14;MC14_site_53;104032;10403201;black glazed;104032/01/01;Rim fragment;Bowl;Morel form 2783/84;;5;FALSE;;;;1;
MC14;MC14_site_53;104034;10403401;black glazed;104034/01/01;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;black glazed;104035/04/01;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC14;MC14_site_53;104035;10403504;black glazed;104035/04/02;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;black glazed;104035/05/01;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;black glazed;104035/05/02;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC14;MC14_site_53;104035;10403505;black glazed;104035/05/03;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;black glazed;104036/02/07;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC14;MC14_site_53;104036;10403603;black glazed;104036/03/02;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC14;MC14_site_53;104041;10404102;black glazed;104041/02/01;Rim fragment;Bowl;Morel form 2783/84;;12;TRUE;;;;1;
MC14;MC14_site_53;104036;10403603;black glazed;104036/03/01;Rim fragment;Bowl;Morel form 2538;;14;FALSE;;;;1;
MC14;MC14_site_53;104038;10403802;black glazed;104038/02/07;Base fragment;Plate;Morel form 1110-20;;7;FALSE;;;;1;
MC14;MC14_site_53;104029;10402902;black glazed;104029/02/01;Rim fragment;Dish;;;17;FALSE;;;;1;
MC14;MC14_site_53;104031;10403102;black glazed;104031/02/08;Rim fragment;Bowl;;;13;FALSE;;;;1;
MC14;MC14_site_53;104034;10403403;black glazed;104034/03/01;Base fragment;Miniature Bowl;;;2,6;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;black glazed;104034/04/10;Rim fragment;Dish;;;15;FALSE;;;;1;
MC14;MC14_site_53;104034;10403404;black glazed;104034/04/01;Base fragment;;;;6,5;FALSE;;;;1;
MC14;MC14_site_53;104035;10403501;black glazed;104035/01/01;Rim fragment;Bowl;;;18;TRUE;;;;1;
MC14;MC14_site_53;104035;10403505;black glazed;104035/05/08;Rim fragment;Bowl;;;;FALSE;;;;1;
MC14;MC14_site_53;104036;10403602;black glazed;104036/02/08;Base fragment;;;stamped;6;TRUE;;;;1;
MC14;MC14_site_53;104038;10403802;black glazed;104038/02/01;Base fragment;;;;;FALSE;;Identical to /06;;1;
MC14;MC14_site_53;104038;10403802;black glazed;104038/02/06;Base fragment;;;stamped;;TRUE;;;;1;
MC14;MC14_site_53;104039;10403902;black glazed;104039/02/01;Rim fragment;Dish;;;22;TRUE;;;;1;
MC14;MC14_site_53;104039;10403902;black glazed;104039/02/2A+B;Stem fragment;Cup;;;5,5;TRUE;;;;1;
MC14;MC14_site_53;104040;10404001;black glazed;104040/01/03;Rim fragment;Bowl;;;10;TRUE;;;;1;
MC14;MC14_site_53;104040;10404002;black glazed;104040/02/02;Complete profile;Oil lamp;;;;TRUE;;;;1;
MC14;MC14_site_53;104041;10404102;black glazed;104041/02/06;Rim fragment;Bowl;;;;TRUE;;;;1;
MC14;MC14_site_53;104042;10404201;black glazed;104042/01/07;Base fragment;;;stamped;;TRUE;;;;1;
MC14;MC14_site_57;102811;10281101;plain impasto;102811/01/01;Body fragment;;;;;FALSE;;;;1;
MC14;MC14_site_57;102819;10281901;glazed ware;102819/01/01;Rim and handle fragment;;Ceramica invetriata al fuoco;;12;FALSE;;;;1;
MC14;MC14_site_57;102814;10281402;glazed ware;102814/02/02;Body fragment;;Ceramica graffita;;;FALSE;;;;1;
MC14;MC14_site_57;102809;10280901;coarse ware;102809/01/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_57;102810;10281002;coarse ware;102810/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_57;102813;10281301;coarse ware;102813/01/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_57;102813;10281302;coarse ware;102813/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_57;102817;10281701;coarse ware;102817/01/02;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC14;MC14_site_57;102817;10281701;coarse ware;102817/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_57;102819;10281901;coarse ware;102819/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC14;MC14_site_57;102809;10280902;coarse ware;102809/02/01;Rim fragment;Lid;;;28;FALSE;;;;1;
MC14;MC14_site_57;102810;10281002;coarse ware;102810/02/02;Rim fragment;Lid;;;;FALSE;;As MC'12 102173/01/09;;1;
MC14;MC14_site_57;102810;10281002;coarse ware;102810/02/03;Rim fragment;Lid;;;;FALSE;;As MC'12 101220/02/46;;1;
MC14;MC14_site_57;102817;10281701;coarse ware;102817/01/01;Rim fragment;Lid;;;14;FALSE;;As MC'12 101106/03/22;;1;
MC14;MC14_site_57;102819;10281901;coarse ware;102819/01/02;Rim fragment;Bowl;;;33;TRUE;;;;1;
